Title,Year,Duration,MostLiked,Description,Director,FullCast,GenreFull,AboutFull,Age
Kung Fu Panda,2008.0,94,0.0,"When a powerful villain comes after peace in his valley, a lazy panda rises to the challenge to realize his destiny and become a kung fu warrior.","['John Stevenson,', 'Mark Osborne']","['Jack Black,', 'Dustin Hoffman,', 'Angelina Jolie,', 'Ian McShane,', 'Seth Rogen,', 'Lucy Liu,', 'Jackie Chan,', 'David Cross,', 'Randall Duk Kim,', 'James Hong']","['Martial Arts Movies,', 'Family Movies,', 'Children & Family Movies,', 'Comedies']",['Exciting'],7
How to Train Your Dragon,2010.0,100,1.0,Shy teen Hiccup must prove to his father and his village that he can still be a viking warrior — even if he'd rather befriend a dragon than slay one.,"['Dean DeBlois,', 'Chris Sanders']","['Jay Baruchel,', 'Gerard Butler,', 'Craig Ferguson,', 'America Ferrera,', 'Jonah Hill,', 'Christopher Mintz-Plasse,', 'T.J. Miller,', 'Kristen Wiig,', 'Robin Atkin Downes']","['Family Movies,', 'Movies Based on Books,', 'Children & Family Movies']","['Heartfelt,', 'Feel-Good']",7
Space Jam,1996.0,87,0.0,Bugs Bunny and his pals coax Michael Jordan out of retirement to play in a basketball game against a team of monstrous aliens to win their freedom.,['Joe Pytka'],"['Michael Jordan,', 'Bugs Bunny,', 'Wayne Knight,', 'Theresa Randle,', 'Charles Barkley,', 'Muggsy Bogues,', 'Shawn Bradley,', 'Patrick Ewing,', 'Larry Johnson,', 'Bill Murray']","['Family Movies,', 'Children & Family Movies,', 'Comedies,', 'Sports Movies']",Nan,7
The Boy Who Harnessed the Wind,2019.0,113,0.0,"Inspired by a science book, 13-year-old William Kamkwamba builds a wind turbine to save his Malawian village from famine. Based on a true story.",['Chiwetel Ejiofor'],"['Maxwell Simba,', 'Chiwetel Ejiofor,', 'Aïssa Maïga,', 'Lily Banda,', 'Lemogang Tsipa,', 'Philbert Falakeza,', 'Joseph Marcell,', 'Noma Dumezweni']","['Social Issue Dramas,', 'Family Movies,', 'Movies Based on Real Life,', 'Movies Based on Books,', 'Children & Family Movies']","['Intimate,', 'Inspiring,', 'Heartfelt']",13
Home Team,2022.0,99,0.0,Suspended NFL coach Sean Payton hopes to reconnect with his son by coaching his hapless youth football team in this family comedy based on a true story.,"['Charles Kinnane,', 'Daniel Kinnane']","['Kevin James,', 'Taylor Lautner,', 'Rob Schneider,', 'Jackie Sandler,', 'Gary Valentine,', 'Lavell Crawford,', 'Chloe Fineman,', 'Tait Blum,', 'Maxwell Simkins,', 'Jacob Perez,', 'Bryant Tardy,', 'Manny Magnus,', 'Liam Kyle,', 'Christopher Farrar,', 'Merek Mastrov,', 'Isaiah Mustafa,', 'Jared Sandler']","['Family Movies,', 'Children & Family Movies,', 'Comedies,', 'Sports Movies']",['Feel-Good'],7
Megamind,2010.0,97,0.0,"When cunning supervillain Megamind accidently kills his crime-fighting nemesis, he creates a new enemy who seeks to destroy the world.",['Tom McGrath'],"['Will Ferrell,', 'Brad Pitt,', 'Tina Fey,', 'Jonah Hill,', 'David Cross,', 'Ben Stiller,', 'Justin Theroux,', 'Jessica Schulte,', 'Tom McGrath,', 'Emily Nordwind']","['Family Movies,', 'Children & Family Movies,', 'Comedies']",Nan,7
Bee Movie,2007.0,92,0.0,"Barry, a worker bee stuck in a dead-end job making honey, sues humans when he learns they've been stealing bees' nectar all along.","['Steve Hickner,', 'Simon J. Smith']","['Jerry Seinfeld,', 'Renée Zellweger,', 'Matthew Broderick,', 'Patrick Warburton,', 'John Goodman,', 'Chris Rock,', 'Kathy Bates,', 'Barry Levinson,', 'Larry King,', 'Ray Liotta']","['Family Movies,', 'Children & Family Movies,', 'Comedies']",Nan,7
Penguins of Madagascar: The Movie,2014.0,92,0.0,"Elite penguin spies Skipper, Kowalski, Rico and Private join forces with the suave agents of the North Wind to defeat power-mad genius Octavius Brine.","['Eric Darnell,', 'Simon J. Smith']","['Tom McGrath,', 'Christopher Knights,', 'Chris Miller,', 'Conrad Vernon,', 'John Malkovich,', 'Benedict Cumberbatch,', 'Ken Jeong,', 'Annet Mahendru,', 'Peter Stormare']","['Spy Movies,', 'Family Movies,', 'Children & Family Movies,', 'Comedies']","['Witty,', 'Goofy,', 'Exciting']",7
The SpongeBob Movie: Sponge on the Run,2020.0,95,0.0,"When his best friend Gary is suddenly snatched away, SpongeBob takes Patrick on a madcap mission far beyond Bikini Bottom to save their pink-shelled pal.",['Tim Hill'],"['Tom Kenny,', 'Bill Fagerbakke,', 'Rodger Bumpass,', 'Mr. Lawrence,', 'Keanu Reeves,', 'Clancy Brown,', 'Carolyn Lawrence,', 'Matt Berry,', 'Jill Talley,', 'Mary Jo Catlett']","['Family Movies,', 'Children & Family Movies,', 'Comedies']","['Goofy,', 'Exciting']",7
Rango,2011.0,109,0.0,"When he becomes lost in the desert, pet chameleon Rango pretends he's a tough guy and ends up sheriff of a corrupt and violent frontier town.",['Gore Verbinski'],"['Johnny Depp,', 'Isla Fisher,', 'Abigail Breslin,', 'Ned Beatty,', 'Alfred Molina,', 'Bill Nighy,', 'Stephen Root,', 'Harry Dean Stanton,', 'Timothy Olyphant,', 'Ray Winstone']","['Family Movies,', 'Westerns,', 'Children & Family Movies,', 'Comedies']","['Witty,', 'Quirky,', 'Irreverent']",7
The SpongeBob Movie: Sponge Out of Water,2015.0,95,0.0,Bikini Bottom is in a panic when a pirate steals the Krabby Patty's secret recipe. SpongeBob and his pals embark on a mission to bring it back.,['Paul Tibbitt'],"['Tom Kenny,', 'Antonio Banderas,', 'Clancy Brown,', 'Rodger Bumpass,', 'Bill Fagerbakke,', 'Carolyn Lawrence,', 'Mr. Lawrence,', 'Matt Berry']","['Family Movies,', 'Children & Family Movies,', 'Comedies']","['Goofy,', 'Exciting']",0
The Spiderwick Chronicles,2008.0,97,0.0,"When city-raised twins move to a tumbledown country mansion, it's quite an adjustment -- especially after they uncover a magical fantasy world.",['Mark Waters'],"['Freddie Highmore,', 'Mary-Louise Parker,', 'Sarah Bolger,', 'Joan Plowright,', 'David Strathairn,', 'Nick Nolte,', 'Seth Rogen,', 'Andrew McCarthy,', 'Martin Short']","['Family Movies,', 'Movies Based on Books,', 'Children & Family Movies']",Nan,7
Madagascar 3: Europe's Most Wanted,2012.0,95,0.0,"Next stop: New York! But to get back home, Alex and friends must hitch a ride with a traveling European circus and evade an evil animal-control officer.","['Eric Darnell,', 'Tom McGrath,', 'Conrad Vernon']","['Ben Stiller,', 'Chris Rock,', 'David Schwimmer,', 'Jada Pinkett Smith,', 'Sacha Baron Cohen,', 'Cedric the Entertainer,', 'Andy Richter,', 'Tom McGrath,', 'Frances McDormand,', 'Jessica Chastain,', 'Bryan Cranston,', 'Martin Short']","['Family Movies,', 'Children & Family Movies,', 'Comedies']","['Goofy,', 'Exciting']",7
Shrek Forever After,2010.0,95,0.0,"Shrek's world gets turned upside down after he makes a deal with Rumpelstiltskin. Can Donkey, Fiona and Puss in Boots help him make things right?",['Mike Mitchell'],"['Mike Myers,', 'Eddie Murphy,', 'Cameron Diaz,', 'Antonio Banderas,', 'Julie Andrews,', 'Jon Hamm,', 'John Cleese,', 'Walt Dohrn,', 'Jane Lynch,', 'Craig Robinson']","['Family Movies,', 'Movies Based on Books,', 'Children & Family Movies,', 'Comedies']",Nan,7
We Can Be Heroes,2020.0,100,0.0,"When alien invaders capture Earth’s superheroes, their kids must learn to work together to save their parents — and the planet.",['Robert Rodriguez'],"['YaYa Gosselin,', 'Pedro Pascal,', 'Priyanka Chopra Jonas,', 'Isaiah Russell-Bailey,', 'Akira Akbar,', 'Christian Slater,', 'Boyd Holbrook,', 'Adriana Barraza,', 'Taylor Dooley,', 'Vivien Lyra Blair,', 'Hala Finley,', 'Lyon Daniels,', 'Sung Kang,', 'Christopher McDonald,', 'Andy Walken,', 'Lotus Blossom,', 'Haley Reinhart,', 'Nathan Blair,', 'Dylan Henry Lau,', 'Andrew Diaz']","['Family Movies,', 'Children & Family Movies,', 'Comedies']","['Goofy,', 'Exciting']",7
Sonic the Hedgehog,2020.0,101,0.0,A small-town sheriff helps an alien hedgehog with supersonic speed outrun a mad doctor who wants the creature's special powers to dominate the world.,['Jeff Fowler'],"['James Marsden,', 'Jim Carrey,', 'Ben Schwartz,', 'Tika Sumpter,', 'Natasha Rothwell,', 'Adam Pally,', 'Neal McDonough']","['Family Movies,', 'Children & Family Movies,', 'Comedies']","['Adrenaline Rush,', 'Exciting']",7
Madagascar: Escape 2 Africa,2008.0,91,0.0,"A botched rescue strands Alex the lion and his companions in Africa. Sadly, Alex discovers he has little in common with the locals.","['Eric Darnell,', 'Tom McGrath']","['Ben Stiller,', 'Chris Rock,', 'David Schwimmer,', 'Jada Pinkett Smith,', 'Sacha Baron Cohen,', 'Cedric the Entertainer,', 'Andy Richter,', 'Bernie Mac,', 'Alec Baldwin,', 'Sherri Shepherd']","['Family Movies,', 'Children & Family Movies,', 'Comedies']","['Heartfelt,', 'Feel-Good']",7
Here Comes the Boom,2012.0,105,0.0,"When budget cutbacks threaten his high school's music program, a biology teacher decides to moonlight as a mixed martial arts fighter to raise money.",['Frank Coraci'],"['Kevin James,', 'Salma Hayek,', 'Henry Winkler,', 'Greg Germann,', 'Joe Rogan,', 'Gary Valentine,', 'Jake Zyrus,', 'Bas Rutten,', 'Reggie Lee,', 'Mark DellaGrotte']","['Family Movies,', 'Children & Family Movies,', 'Comedies,', 'Sports Movies']",['Inspiring'],13
Jumanji,1995.0,104,0.0,Two siblings discover an enchanted board game that opens a door to a magical world — and unwittingly release a man who's been trapped inside for years.,['Joe Johnston'],"['Robin Williams,', 'Jonathan Hyde,', 'Kirsten Dunst,', 'Bradley Pierce,', 'Bonnie Hunt,', 'Bebe Neuwirth,', 'David Alan Grier,', 'Patricia Clarkson,', 'Adam Hann-Byrd,', 'Laura Bell Bundy,', 'James Handy']","['Family Movies,', 'Movies Based on Books,', 'Children & Family Movies']",Nan,13
Go Karts,2020.0,103,0.0,"A fearless teen leans into the rush of high-speed go-kart racing, backed by good friends — and a surly ex-driver who becomes his coach.",['Owen Trevor'],"['William Lodder,', 'Anastasia Bampos,', 'Darius Amarfio-Jefferson,', 'Richard Roxburgh,', ""Frances O'Connor,"", 'Dan Wyllie,', 'Cooper van Grootel,', 'Damian de Montemas,', 'Adam T. Perkins']","['Australian,', 'Family Movies,', 'Children & Family Movies,', 'Dramas']","['Inspiring,', 'Heartfelt,', 'Feel-Good']",7
Spirit: Stallion of the Cimarron,2002.0,83,0.0,"This animated adventure set in the Old West tells the tale of Spirit, a mustang born in the wild who is captured by cruel cavalry officers.","['Kelly Asbury,', 'Lorna Cook']","['Matt Damon,', 'James Cromwell,', 'Daniel Studi,', 'Chopper Bernet,', 'Jeff LeBeau,', 'John Rubano,', 'Richard McGonagle,', 'Matt Levin,', 'Adam Paul,', 'Robert Cait']","['Family Movies,', 'Westerns,', 'Children & Family Movies,', 'Dramas']","['Inspiring,', 'Feel-Good']",7
Matilda,1996.0,98,0.0,"Cursed with a cruel school principal and parents, a little girl discovers her hidden powers -- which she uses to stand up to the bullies in her life.",['Danny DeVito'],"['Mara Wilson,', 'Danny DeVito,', 'Rhea Perlman,', 'Embeth Davidtz,', 'Pam Ferris,', 'Paul Reubens,', 'Tracey Walter,', 'Brian Levinson']","['Family Movies,', 'Movies Based on Books,', 'Children & Family Movies,', 'Comedies']","['Offbeat,', 'Feel-Good']",7
Kung Fu Panda 2,2011.0,92,0.0,"With his fists up and belly full, Po embarks on a perilous journey with the Furious Five to take on a frightful new enemy and save the art of kung fu.",['Jennifer Yuh Nelson'],"['Jack Black,', 'Angelina Jolie,', 'Dustin Hoffman,', 'Gary Oldman,', 'Seth Rogen,', 'Lucy Liu,', 'Jackie Chan,', 'David Cross,', 'James Hong,', 'Michelle Yeoh']","['Martial Arts Movies,', 'Family Movies,', 'Children & Family Movies,', 'Comedies']",['Exciting'],7
The Croods,2013.0,98,0.0,"When an earthquake obliterates their cave, an unworldly prehistoric family is forced to journey through unfamiliar terrain in search of a new home.","['Kirk DeMicco,', 'Chris Sanders']","['Nicolas Cage,', 'Emma Stone,', 'Ryan Reynolds,', 'Catherine Keener,', 'Cloris Leachman,', 'Clark Duke,', 'Chris Sanders,', 'Randy Thom']","['Family Movies,', 'Children & Family Movies,', 'Comedies']",['Exciting'],7
Mr Bean's Holiday,2007.0,89,0.0,"The hapless Mr. Bean takes a vacation on the French Riviera, where he becomes ensnared in an accidental kidnapping and a case of mistaken identity.",['Steve Bendelack'],"['Rowan Atkinson,', 'Emma de Caunes,', 'Maxim Baldry,', 'Willem Dafoe,', 'Jean Rochefort,', 'Karel Roden,', 'Catherine Hosmalin,', 'Stéphane Debac,', 'Clint Dyer,', 'Steve Pemberton']","['British,', 'Family Movies,', 'Children & Family Movies,', 'Comedies']",['Goofy'],13
My Octopus Teacher,2020.0,85,0.0,"A filmmaker forges an unusual friendship with an octopus living in a South African kelp forest, learning as the animal shares the mysteries of her world.","['Pippa Ehrlich,', 'James Reed']",Nan,"['South African,', 'Documentary Films,', 'Science & Nature Docs,', 'Nature & Ecology Documentaries,', 'African Movies']","['Investigative,', 'Emotional']",7
Shrek the Third,2007.0,94,0.0,"Life in the swamp seems better than ever for Shrek and Fiona, until King Harold suddenly falls ill and the adorable ogre must find an heir.","['Chris Miller,', 'Raman Hui']","['Mike Myers,', 'Eddie Murphy,', 'Cameron Diaz,', 'Antonio Banderas,', 'Julie Andrews,', 'John Cleese,', 'Rupert Everett,', 'Regis Philbin,', 'Justin Timberlake,', 'Eric Idle,', 'Ian McShane,', 'Cheri Oteri']","['Family Movies,', 'Movies Based on Books,', 'Children & Family Movies,', 'Comedies']","['Witty,', 'Feel-Good']",7
Puss in Boots,2011.0,92,0.0,The fabled feline heads to the Land of Giants with friends Humpty Dumpty and Kitty Softpaws on a quest to nab its greatest treasure: the Golden Goose.,['Chris Miller'],"['Antonio Banderas,', 'Salma Hayek,', 'Zach Galifianakis,', 'Billy Bob Thornton,', 'Amy Sedaris,', 'Constance Marie,', 'Guillermo del Toro,', 'Mike Mitchell']","['Family Movies,', 'Children & Family Movies,', 'Comedies']","['Witty,', 'Goofy']",7
YES DAY,2021.0,89,0.0,A mom and dad who usually say no decide to say yes to their kids' wildest requests — with a few ground rules — on a whirlwind day of fun and adventure.,['Miguel Arteta'],"['Jennifer Garner,', 'Edgar Ramírez,', 'Jenna Ortega,', 'Julian Lerner,', 'Everly Carganilla,', 'Tracie Thoms,', 'Fortune Feimster,', 'Nat Faxon,', 'Arturo Castro']","['Family Movies,', 'Movies Based on Books,', 'Children & Family Movies,', 'Comedies']","['Feel-Good,', 'Goofy']",0
Tall Girl 2,2022.0,101,0.0,"Landing the lead in the school musical is a dream come true for Jodi, until the pressure sends her confidence — and her relationship — into a tailspin.",['Emily Ting'],"['Ava Michelle,', 'Griffin Gluck,', 'Sabrina Carpenter,', 'Anjelika Washington,', 'Luke Eisner,', 'Clara Wilsey,', 'Rico Paris,', 'Jan Luis Castellanos,', 'Johanna Liauw,', 'Steve Zahn,', 'Angela Kinsey']","['Romantic Comedies,', 'Family Movies,', 'Teen Movies,', 'Children & Family Movies,', 'Comedies']","['Charming,', 'Heartfelt,', 'Feel-Good']",7
The Secret Life of Pets,2016.0,86,0.0,"After ending up in the outside world, two squabbling pet dogs find common ground against a gang of angry animals preparing an attack on humans.","['Chris Renaud,', 'Yarrow Cheney']","['Louis C.K.,', 'Eric Stonestreet,', 'Kevin Hart,', 'Jenny Slate,', 'Ellie Kemper,', 'Albert Brooks,', 'Lake Bell,', 'Dana Carvey,', 'Hannibal Buress,', 'Bobby Moynihan,', 'Steve Coogan']","['Family Movies,', 'Children & Family Movies,', 'Comedies']",['Goofy'],0
Monte Carlo,2011.0,108,0.0,"On a trip to Paris, three friends are swept into a whirlwind of wealth and glamour when one of them is mistaken for a British heiress.",['Thomas Bezucha'],"['Selena Gomez,', 'Katie Cassidy,', 'Leighton Meester,', 'Cory Monteith,', 'Andie MacDowell,', 'Brett Cullen,', 'Amanda Fairbank-Hynes,', 'Luke Bracey,', 'Catherine Tate,', 'Pierre Boulanger']","['Romantic Comedies,', 'Family Movies,', 'Teen Movies,', 'Movies Based on Books,', 'Children & Family Movies']","['Charming,', 'Romantic']",7
The Angry Birds Movie 2,2019.0,96,0.0,Enemies turn into frenemies when the Pigs call for a truce with the Birds to unite against a formidable new foe that’s threatening all of their homes.,"['Thurop Van Orman,', 'John Rice']","['Jason Sudeikis,', 'Rachel Bloom,', 'Leslie Jones,', 'Josh Gad,', 'Bill Hader,', 'Danny McBride,', 'Awkwafina,', 'Sterling K. Brown,', 'Tiffany Haddish,', 'Eugenio Derbez']","['Family Movies,', 'Children & Family Movies,', 'Comedies']",Nan,7
Miracles from Heaven,2016.0,109,0.0,"When her daughter is diagnosed with a terminal illness, devout mom Christy suffers a crisis of faith as she fights desperately to save her little girl.",['Patricia Riggen'],"['Jennifer Garner,', 'Kylie Rogers,', 'Queen Latifah,', 'Eugenio Derbez,', 'Martin Henderson,', 'John Carroll Lynch,', 'Brighton Sharbino,', 'Courtney Fansler']","['Family Movies,', 'Movies Based on Real Life,', 'Movies Based on Books,', 'Children & Family Movies,', 'Dramas']","['Inspiring,', 'Heartfelt,', 'Feel-Good']",13
Hotel Transylvania,2012.0,91,0.0,Hotel Transylvania owner Dracula pulls double duty as an overprotective dad when an unwelcome suitor shows interest in his teenage daughter.,['Genndy Tartakovsky'],"['Adam Sandler,', 'Andy Samberg,', 'Selena Gomez,', 'Kevin James,', 'Fran Drescher,', 'Steve Buscemi,', 'Molly Shannon,', 'David Spade,', 'CeeLo Green,', 'Jon Lovitz,', 'Brian George,', 'Luenell,', 'Brian Stack,', 'Chris Parnell,', 'Jackie Sandler']","['Family Movies,', 'Children & Family Movies,', 'Comedies']",['Goofy'],7
The Lego Batman Movie,2017.0,104,0.0,"When a crew of legendary villains wreaks havoc on Gotham City, loner hero Batman must learn to rely on teamwork to save the day.",['Chris McKay'],"['Will Arnett,', 'Michael Cera,', 'Zach Galifianakis,', 'Rosario Dawson,', 'Ralph Fiennes,', 'Mariah Carey']","['Children & Family Movies,', 'Comedies']",['Exciting'],7
Dora and the Lost City of Gold,2019.0,104,0.0,"When her parents disappear during a search for an ancient city of gold, the exuberant teen explorer and her friends head into the jungle to save them.",['James Bobin'],"['Isabela Merced,', 'Eugenio Derbez,', 'Michael Peña,', 'Eva Longoria,', 'Danny Trejo,', 'Jeffrey Wahlberg,', 'Nicholas Coombe,', 'Madeleine Madden']","['Family Movies,', 'Children & Family Movies,', 'Comedies']","['Goofy,', 'Exciting']",7
Cloudy with a Chance of Meatballs,2009.0,90,0.0,Offbeat inventor Flint Lockwood must avert a mouthwatering disaster of gigantic proportions after he creates a machine that makes food fall from the sky.,"['Phil Lord,', 'Christopher Miller']","['Bill Hader,', 'Anna Faris,', 'James Caan,', 'Andy Samberg,', 'Bruce Campbell,', 'Mr. T,', ""Bobb'e J. Thompson,"", 'Benjamin Bratt,', 'Neil Patrick Harris,', 'Al Roker']","['Family Movies,', 'Movies Based on Books,', 'Children & Family Movies,', 'Comedies']","['Heartfelt,', 'Feel-Good']",0
The Smurfs,2011.0,102,0.0,"When evil Gargamel tries to capture them, the Smurfs flee their woodland home, pass through a magic portal and find themselves stranded in New York.",['Raja Gosnell'],"['Hank Azaria,', 'Neil Patrick Harris,', 'Jayma Mays,', 'Sofía Vergara,', 'Tim Gunn,', 'Jonathan Winters,', 'Katy Perry,', 'Alan Cumming,', 'Fred Armisen,', 'George Lopez,', 'Anton Yelchin,', 'Kenan Thompson,', 'Jeff Foxworthy,', 'John Oliver,', 'Wolfgang Puck,', 'B.J. Novak,', 'Paul Reubens']","['Family Movies,', 'Children & Family Movies,', 'Comedies']",['Goofy'],7
Alvin and the Chipmunks: Chipwrecked,2011.0,87,0.0,"When Alvin and the Chipmunks board a cruise liner for a little R&R, they naturally get into trouble... and end up castaways on a deserted island!",['Mike Mitchell'],"['Jason Lee,', 'David Cross,', 'Jenny Slate,', 'Justin Long,', 'Matthew Gray Gubler,', 'Jesse McCartney,', 'Amy Poehler,', 'Anna Faris,', 'Christina Applegate']","['Kids Music,', 'Family Movies,', 'Children & Family Movies,', 'Comedies']",['Exciting'],7
Hotel Transylvania 3: Summer Vacation,2018.0,97,0.0,"It's love at first sight for Dracula when he meets Ericka, the charming but mysterious captain of the monster cruise that Mavis plans for the family.",['Genndy Tartakovsky'],"['Adam Sandler,', 'Selena Gomez,', 'Kevin James,', 'Kathryn Hahn,', 'Andy Samberg,', 'David Spade,', 'Steve Buscemi,', 'Fran Drescher,', 'Molly Shannon,', 'Mel Brooks,', 'Keegan-Michael Key']","['Family Movies,', 'Children & Family Movies,', 'Comedies']",['Goofy'],7
Tom and Jerry: The Movie,1992.0,83,0.0,"Tom and Jerry, one of the most famous animated duos of all time, come to life on the silver screen in this magical, music-filled adventure.",['Phil Roman'],"['Richard Kind,', 'Dana Hill,', 'Anndi McAfee,', 'Charlotte Rae,', 'Tony Jay']","['Musicals,', 'Kids Music,', 'Family Movies,', 'Children & Family Movies,', 'Comedies']",['Goofy'],7
Alvin and the Chipmunks,2007.0,91,0.0,"Singing rodents Alvin and the Chipmunks meet their future manager, struggling songwriter Dave Seville, changing all of their lives forever.",['Tim Hill'],"['Jason Lee,', 'David Cross,', 'Cameron Richardson,', 'Jane Lynch,', 'Justin Long,', 'Matthew Gray Gubler,', 'Jesse McCartney']","['Kids Music,', 'Children & Family Movies,', 'Comedies']",['Goofy'],7
Flushed Away,2006.0,86,0.0,"Hang on for a madcap adventure deep in the bowels of Ratropolis when high-society rat Roddy is flushed down the toilet by Sid, a common sewer rat.","['David Bowers,', 'Sam Fell']","['Hugh Jackman,', 'Kate Winslet,', 'Ian McKellen,', 'Jean Reno,', 'Bill Nighy,', 'Andy Serkis,', 'Shane Richie']","['British,', 'Family Movies,', 'Children & Family Movies,', 'Comedies']",['Goofy'],7
Tall Girl,2019.0,103,0.0,"After years of slouching through life, 6-foot-1 teen Jodi resolves to conquer her insecurities and gets caught up in a high school love triangle.",['Nzingha Stewart'],"['Ava Michelle,', 'Griffin Gluck,', 'Sabrina Carpenter,', 'Paris Berelc,', 'Luke Eisner,', 'Clara Wilsey,', 'Anjelika Washington,', 'Rico Paris,', 'Angela Kinsey,', 'Steve Zahn']","['Romantic Comedies,', 'Family Movies,', 'Teen Movies,', 'Children & Family Movies,', 'Comedies']","['Swoonworthy,', 'Charming,', 'Inspiring']",7
Animals on the Loose: A You vs. Wild Movie,2021.0,103,0.0,"When wild animals escape from a sanctuary, Bear Grylls — and you — must pursue them and secure their protective habitat. An interactive special.",['Ben Simms'],['Bear Grylls'],"['Family Movies,', 'Reality TV,', 'Children & Family Movies']","['Adrenaline Rush,', 'Exciting']",7
The Mitchells vs. The Machines,2021.0,114,0.0,A robot apocalypse put the brakes on their cross-country road trip. Now it’s up to the Mitchells — the world’s weirdest family — to save the human race.,"['Mike Rianda,', 'Jeff Rowe']","['Danny McBride,', 'Abbi Jacobson,', 'Maya Rudolph,', 'Mike Rianda,', 'Eric André,', 'Olivia Colman,', 'Fred Armisen,', 'Beck Bennett,', 'John Legend,', 'Chrissy Teigen,', 'Blake Griffin,', ""Conan O'Brien,"", 'Charlyne Yi']","['Family Movies,', 'Children & Family Movies,', 'Comedies']",['Quirky'],7
Stuart Little,1999.0,84,0.0,"When his parents adopt a mouse instead of a little boy, George realizes brothers come in all shapes and sizes. But Snowbell the cat is not so welcoming.",['Rob Minkoff'],"['Michael J. Fox,', 'Jonathan Lipnicki,', 'Geena Davis,', 'Hugh Laurie,', 'Nathan Lane']","['Family Movies,', 'Movies Based on Books,', 'Children & Family Movies,', 'Comedies']","['Heartfelt,', 'Feel-Good']",7
Barbie: Princess Charm School,2011.0,80,0.0,"Blair Willows is excited when she gets to go to Princess Charm School, where she meets princesses Delancy and Hadley, and searches for a magic crown.",['Ezekiel Norton'],"['Diana Kaarina,', 'Morwenna Banks,', 'Nicole Oliver,', 'Brittney Wilson,', 'Ali Liebert,', 'Shannon Chan-Kent,', 'Madeleine Peters,', 'Cathy Weseluck,', 'Ellen Kennedy,', 'Vincent Tong,', 'Derek Waters,', 'Brian Drummond,', 'Tabitha St. Germain,', 'Bethany Brown,', 'Miranda Nolte,', 'Kelly Metzger,', 'Kazumi Evans,', 'Anna Cummer']",['Children & Family Movies'],['Feel-Good'],0
3 Ninjas: Kick Back,1994.0,93,0.0,"When thieves try to steal an ancient dagger from their grandfather, three young brothers trained as ninjas head to Japan and land in martial arts mayhem.",['Charles T. Kanganis'],"['Victor Wong,', 'Max Elliott Slade,', 'Sean Fox,', 'J. Evan Bonifant,', 'Caroline Junko King,', 'Dustin Nguyen,', 'Alan McRae,', 'Margarita Franco,', 'Jason Schombing,', 'Angelo Tiffe,', 'Sab Shimono']","['Martial Arts Movies,', 'Family Movies,', 'Children & Family Movies,', 'Comedies']",Nan,7
Back to the Outback,2021.0,95,0.0,"They might look dangerous, but these wildly misunderstood creatures have hearts of gold — and they’re breaking out of captivity on a quest to find home.","['Clare Knight,', 'Harry Cripps']","['Isla Fisher,', 'Tim Minchin,', 'Eric Bana,', 'Miranda Tapsell,', 'Angus Imrie,', 'Guy Pearce,', 'Jacki Weaver,', 'Diesel La Torraca,', 'Rachel House,', 'Aislinn Derbez,', 'Keith Urban']","['Family Movies,', 'Children & Family Movies,', 'Comedies']","['Feel-Good,', 'Goofy']",7
Dolphin Tale,2011.0,112,0.0,"After losing its tail to a crab trap, a young dolphin is given a new life through the efforts of the humans who save it in this true-life adventure.",['Charles Martin Smith'],"['Harry Connick Jr.,', 'Ashley Judd,', 'Morgan Freeman,', 'Nathan Gamble,', 'Kris Kristofferson,', 'Cozi Zuehlsdorff,', 'Austin Stowell,', 'Frances Sternhagen,', 'Austin Highsmith,', 'Betsy Landin']","['Family Movies,', 'Movies Based on Books,', 'Children & Family Movies,', 'Dramas']","['Heartfelt,', 'Feel-Good']",7
Nanny McPhee,2005.0,98,0.0,Recently widowed Mr. Brown and his domineering aunt can't control his naughty children until the magical Nanny McPhee arrives to take care of them.,['Kirk Jones'],"['Emma Thompson,', 'Colin Firth,', 'Kelly Macdonald,', 'Thomas Brodie-Sangster,', 'Angela Lansbury,', 'Eliza Bennett,', 'Raphaël Coleman,', 'Jennifer Rae Daykin,', 'Samuel Honywood,', 'Holly Gibbs']","['British,', 'Family Movies,', 'Movies Based on Books,', 'Children & Family Movies,', 'Comedies']","['Heartfelt,', 'Feel-Good']",7
The Royal Treatment,2022.0,97,0.0,"New York hairdresser Izzy seizes the chance to work at the wedding of a charming prince, but when sparks between them fly, will love — or duty — prevail?",['Rick Jacobson'],"['Laura Marano,', 'Mena Massoud,', 'Chelsie Preston Crayford,', 'Grace Bentley-Tsibuah,', 'Cameron Rhodes,', 'Sonia Gray,', 'Elizabeth Hawthorne,', 'Amanda Billing,', 'James Gaylyn,', 'Paul Norell,', 'Teuila Blakely,', 'Jacque Drew,', 'Phoenix Connolly,', 'Matthew E. Morgan,', 'Jay Simon']","['Romantic Comedies,', 'Family Movies,', 'Children & Family Movies,', 'Comedies,', 'Romantic Movies']","['Charming,', 'Heartfelt,', 'Feel-Good']",7
