Title,Year,Duration,MostLiked,Description,Director,FullCast,GenreFull,AboutFull,Age
The Prom,2020.0,132,0.0,A group of down-on-their-luck Broadway stars shake up a small Indiana town as they rally behind a teen who just wants to attend prom with her girlfriend.,['Ryan Murphy'],"['Meryl Streep,', 'James Corden,', 'Nicole Kidman,', 'Kerry Washington,', 'Andrew Rannells,', 'Keegan-Michael Key,', 'Jo Ellen Pellman,', 'Ariana DeBose,', 'Mary Kay Place,', 'Kevin Chamberlin,', 'Tracey Ullman,', 'Logan Riley,', 'Sofia Deler,', 'Nico Greetham,', 'Nathaniel J. Potvin']","['Musicals,', 'LGBTQ Movies,', 'Teen Movies,', 'Comedies,', 'Music & Musicals']","['Inspiring,', 'Heartfelt,', 'Irreverent']",13
Namaste Wahala,2021.0,106,0.0,An interracial romance hits humorous and heart-wrenching hiccups as the couple's parents fight tooth and nail against their relationship.,['Hamisha Daryani Ahuja'],"['Ini Dima-Okojie,', 'Ruslaan Mumtaz,', 'Richard Mofe-Damijo,', 'Joke Silva,', 'Sujata Sehgal,', 'Koye Kekere Ekun,', 'Hamisha Daryani Ahuja,', 'Anee Icha,', 'Ibrahim Suleiman,', 'Osas Ighodaro,', 'Broda Shaggi']","['Romantic Comedies,', 'Nollywood,', 'African Movies,', 'Comedies,', 'Dramas']",['Romantic'],13
You've Got This,2020.0,111,0.0,An ad creative and a successful exec have a great marriage — until he wants to be a dad just as her star is rising. Then he brings someone new home.,['Salvador Espinosa'],"['Mauricio Ochmann,', 'Esmeralda Pimentel,', 'Matteo Giannini,', 'Regina Reynoso,', 'Juan Martín Jauregui,', 'Tato Alexander,', 'Verónica Bravo,', 'Fernando Becerril,', 'Moisés Arizmendi,', 'Tiaré Scanda,', 'Mariana Cabrera,', 'Montserrat Marañón,', 'Verónica Langer']","['Mexican,', 'Romantic Comedies,', 'Comedies,', 'Romantic Movies']","['Sentimental,', 'Goofy,', 'Romantic']",13
Andhadhun,2018.0,137,0.0,A visually impaired pianist’s world careens into a series of shocking twists after he unintentionally lands at the murder scene of a former film star.,['Sriram Raghavan'],"['Tabu,', 'Ayushmann Khurrana,', 'Radhika Apte,', 'Anil Dhawan,', 'Manav Vij,', 'Zakir Hussain,', 'Ashwini Kalsekar,', 'Chhaya Kadam,', 'Pawan Singh,', 'Kabir Sajid']","['Indian,', 'Hindi-Language Movies,', 'Bollywood Movies,', 'Comedies,', 'Crime Movies']",['Offbeat'],13
Kuch Kuch Hota Hai,1998.0,185,0.0,"Per her mother’s last wish, a girl sets out to reunite her father with the college best friend who loved him – only to discover the woman is engaged.",['Karan Johar'],"['Shah Rukh Khan,', 'Kajol,', 'Rani Mukerji,', 'Farida Jalal,', 'Reema Lagoo,', 'Salman Khan,', 'Archana Puran Singh,', 'Himani Shivpuri,', 'Johny Lever,', 'Anupam Kher,', 'Sana Saeed']","['Romantic Comedies,', 'Indian,', 'Hindi-Language Movies,', 'Bollywood Movies,', 'Comedies']","['Charming,', 'Feel-Good,', 'Emotional']",13
My Travel Buddy,2017.0,110,0.0,"Days before Eid, a salesman fired from his job drives to Ayvalık to meet his girlfriend's family, but the trip goes astray due to his zany travel buddy.",['Bedran Güzel'],"['Oğuzhan Koç,', 'İbrahim Büyükak,', 'Emre Kınay,', 'Aslı Bekiroğlu,', 'Eda Ece,', 'Bahar Şahin,', 'Muharrem Bayrak,', 'Toygan Avanoğlu']","['Turkish,', 'Comedies']",['Goofy'],13
Khabsa - What Did I Mess,2018.0,98,0.0,"In an attempt to get her ex to propose, Nayla hosts a gathering to introduce him to her new suitor — only for the party to turn into a hellish occasion.",['Shady Hanna'],"['Rola Beksmati,', 'Junaid Zeineldine,', 'Abboudy Mallah,', 'Tanya Nasr,', 'Matteo El Khodr,', 'Rita El Khoury,', 'Tony Benn']","['Lebanese,', 'Romantic Comedies,', 'Middle Eastern Movies,', 'Comedies,', 'Romantic Movies']",['Romantic'],13
Fierce,2020.0,118,0.0,"A gifted young singer becomes an instant sensation on a popular talent show. But her real goal is earning the love of her father, a member of the jury.",['Anna Wieczur'],"['Katarzyna Sawczuk,', 'Maciej Zakościelny,', 'Anita Sokołowska,', 'Julia Kamińska,', 'Tomasz Karolak,', 'Maria Pakulnis,', 'Barbara Wypych,', 'Wojciech Solarz,', 'Adrian Majewski,', 'Michał Piprowski,', 'Urszula Dudziak,', 'Krzysztof Ibisz']","['Polish,', 'Musicals,', 'Teen Movies,', 'Comedies,', 'Dramas']","['Heartfelt,', 'Feel-Good,', 'Emotional']",16
Bill Burr: Walk Your Way Out,2017.0,77,0.0,"No-nonsense comic Bill Burr takes the stage in Nashville and riffs on fast food, overpopulation, dictators and gorilla sign language.",['Jay Karas'],['Bill Burr'],"['Stand-Up Comedy,', 'Comedies']",['Irreverent'],18
Washing machine,2020.0,88,0.0,A time-traveling physicist teams up with his past and future selves to make things right between him and the woman of his dreams.,['Essam Abdel Hamid'],"['Mahmoud Hemeida,', 'Ahmed Hatem,', 'Hana El Zahed,', 'Mohamed Sallam,', 'Ahmed Fathy,', 'Taher Abu Lela,', 'Shereen Reda,', 'Bayoumi Fouad,', 'Mohammed Tharwat,', 'Samy Maghawry']","['Egyptian,', 'Sci-Fi Movies,', 'Middle Eastern Movies,', 'Comedies']",['Goofy'],13
How to Get Over a Breakup,2018.0,104,0.0,"A heartbroken ad copywriter living in Lima, Peru, is inspired to write a blog about life as a single woman and is surprised by her website's success.","['Joanna Lombardi,', 'Bruno Ascenzo']","['Gisela Ponce de León,', 'Karina Jordán,', 'Jely Reátegui,', 'Andrés Salas,', 'Christopher Von Uckermann,', 'Carlos Carlín']","['Peruvian,', 'Romantic Comedies,', 'Comedies,', 'Romantic Movies']",['Romantic'],16
Tom Segura: Mostly Stories,2016.0,73,0.0,"The bearded, bawdy and comically bitter Tom Segura gets real about body piercings, the ""Area 51"" of men's bodies, and the lie he told Mike Tyson.",['Jay Karas'],['Tom Segura'],"['Stand-Up Comedy,', 'Comedies']","['Raunchy,', 'Irreverent']",16
Jane Fonda & Lily Tomlin: Ladies Night Live,2022.0,73,0.0,"Jane Fonda and Lily Tomlin host an iconic celebration of women in comedy with stand-up sets from Cristela Alonzo, Margaret Cho, Michelle Buteau and more.",['Ryan Polito'],"['Jane Fonda,', 'Lily Tomlin,', 'Heather McMahan,', 'Michelle Buteau,', 'Cristela Alonzo,', 'Iliza Shlesinger,', 'Tracey Ashley,', 'Anjelah Johnson-Reyes,', 'Margaret Cho,', 'Eliot Glazer,', 'Rachel Bloom,', 'Brooklyn Decker,', 'June Diane Raphael']","['Stand-Up Comedy,', 'Comedies']","['Witty,', 'Irreverent']",16
Seventeen,2019.0,99,0.0,"To find his therapy dog, a 17-year-old escapes from juvie and embarks on a journey of reconnection with his brother and grandmother through Cantabria.",['Daniel Sánchez Arévalo'],"['Biel Montoro,', 'Nacho Sánchez,', 'Lola Cordón,', 'Itsaso Arana,', 'Chani Martín,', 'Iñigo Aranburu,', 'Kandido Uranga,', 'Javier Cifrián,', 'Mamen Duch,', 'Carolina Clemente,', 'Jorge Cabrera,', 'Daniel Fuster,', 'Edgar Costas,', 'Patxi Santamaría']","['Spanish,', 'Comedies,', 'Dramas']","['Inspiring,', 'Heartfelt,', 'Emotional']",16
Dancing Queens,2021.0,111,0.0,"A dancer who gets a job cleaning at a struggling drag club dreams of being in the show, and her talent catches an ambitious choreographer's eye.",['Helena Bergström'],"['Molly Nutley,', 'Fredrik Quiñones,', 'Marie Göranzon,', 'Mattias Nordkvist,', 'Claes Malmberg,', 'Christopher Wollter,', 'Emil Almén,', 'Razmus Nyström,', 'André Christenson,', 'Louie Indriana,', 'Max Ulveson']","['Swedish,', 'LGBTQ Movies,', 'Comedies,', 'Dramas']","['Inspiring,', 'Heartfelt,', 'Feel-Good']",16
Halal Love (and Sex),2015.0,94,0.0,This film follows four tragic-comic interconnected stories of Beiruti men and women trying to manage between romantic desires and religious devotion.,['Assad Fouladkar'],"['Darine Hamze,', 'Rodrigue Sleiman,', 'Zeinab Hind Khadra,', 'Hussein Mokaddem,', 'Mirna Moukarzel,', 'Ali Sammoury,', 'Fadia Abi Chahine,', 'Berlin Badr']","['Lebanese,', 'Romantic Comedies,', 'Middle Eastern Movies,', 'Comedies,', 'Dramas']","['Irreverent,', 'Romantic']",13
Romantik Komedi 2: Bekarlığa Veda,2013.0,104,0.0,"Didem tries everything to get actor Cem to propose to her, but he's got other things on his mind: a beautiful new co-star and a secret bachelor party.",['Erol Özlevi'],"['Sinem Kobal,', 'Engin Altan Düzyatan,', 'Sedef Avcı,', 'Cemal Hünal,', 'Burcu Kara,', 'Gürgen Öz,', 'Öykü Çelik,', 'Gökçe Özyol']","['Turkish,', 'Romantic Comedies,', 'Comedies,', 'Romantic Movies']","['Quirky,', 'Romantic']",13
Love.com,2017.0,92,0.0,"When a fashion blogger falls for a video game vlogger, their romance goes viral. But separating their virtual life from reality gets complicated.",['Anita Barbosa'],"['Isis Valverde,', 'Gil Coelho,', 'Joaquim Lopes,', 'Carol Portes,', 'Alexandra Richter,', 'Marcos Mion,', 'João Côrtes,', 'César Cardadeiro']","['Brazilian,', 'Romantic Comedies,', 'Comedies,', 'Romantic Movies']",['Romantic'],16
Break,2018.0,96,0.0,"After a serious accident, Lucie tries to rediscover herself as a dancer and meets Vincent, a talented b-boy battling his own insecurities.",['Marc Fouchard'],"['Sabrina Ouazani,', 'Kévin Mischel,', 'Hassam Ghancy,', 'Slimane,', 'Maxime Pambet,', 'Camille Japy,', 'Christophe Reymond']","['Romantic Comedies,', 'French,', 'Comedies,', 'Dramas,', 'Romantic Movies']","['Charming,', 'Inspiring,', 'Heartfelt']",13
Among Family,2017.0,126,0.0,"Amid a marital crisis, Fikret befriends songstress Solmaz after a wacky encounter and must fill in as the father of her soon-to-wed daughter.",['Ozan Açıktan'],"['Engin Günaydın,', 'Demet Evgar,', 'Erdal Özyağcılar,', 'Su Kutlu,', 'Devrim Yakut,', 'Fatih Artman,', 'Gülse Birsel,', 'Şevket Çoruh,', 'Derya Karadaş,', 'Devin Özgür Çınar']","['Turkish,', 'Comedies']",['Quirky'],13
Kal Ho Naa Ho,2003.0,186,0.0,An uptight MBA student falls for the charismatic new neighbor who charms her troubled family – but he has a secret that forces him to push her away.,['Nikkhil Advani'],"['Shah Rukh Khan,', 'Saif Ali Khan,', 'Preity Zinta,', 'Jaya Bhaduri,', 'Sushma Seth,', 'Reema Lagoo,', 'Lillete Dubey,', 'Delnaaz Paul']","['Romantic Comedies,', 'Indian,', 'Hindi-Language Movies,', 'Bollywood Movies,', 'Comedies']","['Sentimental,', 'Irreverent,', 'Emotional']",13
Ali Baba,2019.0,97,0.0,A self-invested bachelor is forced to adjust his lifestyle and priorities when he discovers he has a 20-year-old daughter.,['Walid El-Halafawi'],"['Karim Fahmy,', 'Ayten Amer,', 'Mohammed Tharwat,', 'Sabry Fawaz,', 'Ahmed Fathy,', 'Bayoumi Fouad,', 'Dareen Haddad,', 'Hoda Eletreby,', 'Ihssan Turk,', 'Firas Saeed,', 'Tamer Hassan']","['Egyptian,', 'Middle Eastern Movies,', 'Comedies']","['Irreverent,', 'Goofy']",13
All My Friends Are Dead,2020.0,96,0.0,"A group of friends at a New Year’s Eve party go through a whirlwind of events that exposes secrets, breaks hearts — and leads to a shocking outcome.",['Jan Belcl'],"['Julia Wieniawa-Narkiewicz,', 'Mateusz Więcławek,', 'Adam Graf Turczyk,', 'Monika Krzywkowska,', 'Nikodem Rozbicki,', 'Kamil Piotrowski,', 'Adam Bobik,', 'Paulina Gałązka,', 'Magdalena Perlińska,', 'Katarzyna Chojnacka,', 'Konrad Żygadło,', 'Szymon Roszak,', 'Michał Sikorski,', 'Aleksandra Pisula,', 'Wojciech Łozowski,', 'Michał Meyer,', 'Adam Woronowicz']","['Polish,', 'Teen Movies,', 'Comedies,', 'Dramas']","['Raunchy,', 'Irreverent']",16
4L,2019.0,105,0.0,"Hoping to reunite with a dying friend, two longtime pals re-create their desert road trip from Spain to Mali, bringing along his estranged daughter.",['Gerardo Olivares'],"['Jean Reno,', 'Hovik Keuchkerian,', 'Susana Abaitua,', 'Juan Dos Santos,', 'Arturo Valls,', 'Enrique San Francisco,', 'Francesc Garrido,', 'Eric Nguyen']","['Spanish,', 'Comedies,', 'Dramas,', 'Independent Movies']","['Heartfelt,', 'Irreverent']",16
Dude,2018.0,97,0.0,Four best friends navigate loss and major life changes -- and smoke a lot of weed -- during their last two weeks of high school.,['Olivia Milch'],"['Lucy Hale,', 'Kathryn Prescott,', 'Alexandra Shipp,', 'Awkwafina,', 'Alex Wolff,', 'Brooke Smith,', 'Jerry MacKinnon,', 'Ronen Rubenstein,', 'Satya Bhabha,', 'Sydney Lucas']","['Teen Movies,', 'Comedies,', 'Dramas,', 'Independent Movies']",['Irreverent'],16
Under the Riccione Sun,2020.0,102,0.0,"While vacationing on the beaches of Riccione, a group of teens become friends and help each other manage romantic relationships and summer crushes.",['Younuts!'],"['Cristiano Caccamo,', 'Lorenzo Zurzolo,', 'Ludovica Martino,', 'Davide Calgaro,', 'Matteo Oscar Giuggioli,', 'Saul Nanni,', 'Fotinì Peluso,', 'Claudia Tranchese,', 'Isabella Ferrari,', 'Luca Ward,', 'Andrea Roncato,', 'Giulia Schiavo,', 'Maria Luisa De Crescenzo,', 'Sergio Ruggeri,', 'Rosanna Sapia,', 'Tommaso Paradiso']","['Italian,', 'Romantic Comedies,', 'Comedies,', 'Romantic Movies']","['Feel-Good,', 'Romantic']",16
Apple of my Eyes,2021.0,91,0.0,"When five kids are abducted on their way to school, the parents turn to the police, but their grandmothers decide to take matters into their own hands.",['Sarah Noah'],"['Mervat Amin,', 'Dalal Abdelaziz,', 'Sherine,', 'Enaam Salousa,', 'Samy Maghawry,', 'Mona Zaki,', 'Ragaa Al-Geddawy,', 'Amina Khalil,', 'Arwa Gouda,', 'Mahmoud Ellisy']","['Egyptian,', 'Middle Eastern Movies,', 'Comedies']","['Absurd,', 'Quirky']",7
Ali Wong: Don Wong,2022.0,91,0.0,"In her third Netflix stand-up special, Ali Wong reveals her wildest fantasies, the challenges of monogamy and how she really feels about single people.",['Nahnatchka Khan'],['Ali Wong'],"['Stand-Up Comedy,', 'Comedies']","['Raunchy,', 'Witty,', 'Irreverent']",16
Iliza Shlesinger: Unveiled,2019.0,78,0.0,"Here comes the bride, and she's got plenty to say. Newlywed Iliza Shlesinger dissects wedding traditions as she mines her nuptials for laughs.",['Steve Paley'],['Iliza Shlesinger'],"['Stand-Up Comedy,', 'Comedies']","['Provocative,', 'Irreverent']",16
The Four of Us,2021.0,88,0.0,"Following a partner swap experiment — with a ""no sex"" rule — four friends reunite at a beach house to face the unexpected fallout together.",['Florian Gottschick'],"['Nilam Farooq,', 'Jonas Nay,', 'Paula Kalenberg,', 'Louis Nitsche,', 'Tim Oliver Schultz']","['German,', 'Comedies']","['Offbeat,', 'Intimate,', 'Irreverent']",16
The Mansion,2017.0,100,0.0,"A group of students celebrates New Year's at a remote Belgian estate, where their substance-fueled revelry soon descends into a bloodstained nightmare.",['Tony Datis'],"['Nathalie Odzierejko,', 'Marc Jarousseau,', 'Ludovik,', 'Yvick Letexier,', 'Jérôme Niel,', 'Vincent Tirel,', 'Vanessa Guide,', 'Delphine Baril,', 'Baptiste Lorber,', 'Lila Lacombe']","['French,', 'Comedies,', 'Horror Movies']","['Campy,', 'Irreverent']",16
Just Short of Perfect,2021.0,94,0.0,"A divorced lawyer falls for a charismatic cardiologist. But when their difference in size leads to family friction, is she ready to listen to her heart?",['Ale McHaddo'],"['Leandro Hassum,', 'Juliana Paes,', 'Elizângela,', 'Marcelo Mansfield,', 'Marcelo Laham,', 'Luana Martau,', 'Pietra Hassum,', 'Letícia Birkheuer,', 'Carol Portes,', 'Rogério Morgado,', 'Rafael Portugal']","['Brazilian,', 'Romantic Comedies,', 'Comedies,', 'Romantic Movies']","['Goofy,', 'Romantic']",13
PK,2014.0,145,0.0,"When a naïve alien stranded on Earth is told to pray for a way home, his search for god reveals the follies of blind faith in organized religion.",['Rajkumar Hirani'],"['Aamir Khan,', 'Anuskha Sharma,', 'Sanjay Dutt,', 'Saurabh Shukla,', 'Parikshat Sahni,', 'Sushant Singh Rajput,', 'Boman Irani,', 'Rukhsar']","['Romantic Comedies,', 'Indian,', 'Hindi-Language Movies,', 'Bollywood Movies,', 'Comedies']","['Irreverent,', 'Emotional,', 'Romantic']",13
Kocan Kadar Konus 2: Dirilis,2016.0,104,0.0,"Efsun has found Mr. Right in Sinan, and their relationship is taking a serious turn. But their eccentric families quickly complicate the romance.",['Kıvanç Baruönü'],"['Ezgi Mola,', 'Murat Yıldırım,', 'Gülenay Kalkan,', 'Nevra Serezli,', 'Eda Ece']","['Turkish,', 'Romantic Comedies,', 'Comedies,', 'Romantic Movies']","['Charming,', 'Romantic']",13
Jab We Met,2007.0,143,0.0,Changing fortunes await a wealthy but dejected industrialist when he meets a spirited chatterbox on a train in this breezy Bollywood romantic comedy.,['Imtiaz Ali'],"['Shahid Kapoor,', 'Kareena Kapoor,', 'Tarun Arora,', 'Dara Singh,', 'Pavan Malhotra,', 'Kamal Tiwari,', 'Kiran Juneja,', 'Divya Seth,', 'Saumya Tandon']","['Romantic Comedies,', 'Indian,', 'Hindi-Language Movies,', 'Bollywood Movies,', 'Comedies']","['Intimate,', 'Romantic']",13
Rumspringa - An Amish in Berlin,2022.0,102,0.0,"A young Amish man travels to Berlin on a rite of passage to connect with his roots, explore other ways of life, fall in love — and face a big decision.",['Mira Thiel'],"['Jonas Holdenrieder,', 'Timur Bartels,', 'Rauand Taleb,', 'Gizem Emre,', 'Tijan Marei,', 'Adél Onodi,', ""João Kreth d'Orey,"", 'Matthias Bundschuh,', 'Leon Ullrich,', 'Enno Kalisch,', 'Nicole Johannhanwahr']","['German,', 'Comedies']","['Heartfelt,', 'Feel-Good']",16
A Perfect Fit,2021.0,112,0.0,"Sparks fly when a fashion blogger in Bali meets a gifted shoemaker, leading her to question her commitment to her fiancé.",['Hadrah Daeng Ratu'],"['Nadya Arina,', 'Refal Hady,', 'Giorgino Abraham,', 'Anggika Bolsterli,', 'Laura Theux,', 'Christine Hakim,', 'Unique Priscilla,', 'Karina Suwandi,', 'Mathias Muchus,', 'Ayu Laksmi,', 'I Made Sidia,', 'Dominique Sanda,', 'Bryan Domani,', 'Wafda Saifan,', 'Yayu Unru,', 'Dave Hendrik']","['Indonesian,', 'Romantic Comedies,', 'Comedies,', 'Dramas,', 'Romantic Movies']","['Charming,', 'Emotional,', 'Romantic']",7
Bert Kreischer: Hey Big Boy,2020.0,62,0.0,"Ever the stand-up party animal, comic Bert Kreischer riffs on parenting and family life, being a gun and pet owner, his dad discovering pot, and more.",['Jeff Tomsic'],['Bert Kreischer'],"['Stand-Up Comedy,', 'Comedies']","['Raunchy,', 'Goofy']",16
Ronny Chieng: Asian Comedian Destroys America!,2019.0,63,0.0,"Ronny Chieng (""The Daily Show,"" ""Crazy Rich Asians"") takes center stage in this stand-up special and riffs on modern American life and more.",['Sebastian DiNatale'],['Ronny Chieng'],"['Stand-Up Comedy,', 'Comedies']","['Witty,', 'Irreverent']",16
Zindagi Na Milegi Dobara,2011.0,154,0.0,Three friends on an adventurous road trip/bachelor party in Spain learn some lessons about themselves and each other that will change them forever.,['Zoya Akhtar'],"['Hrithik Roshan,', 'Abhay Deol,', 'Farhan Akhtar,', 'Katrina Kaif,', 'Kalki Koechlin,', 'Deepti Naval,', 'Naseeruddin Shah,', 'Ariadna Cabrol']","['Romantic Comedies,', 'Indian,', 'Hindi-Language Movies,', 'Bollywood Movies,', 'Comedies']","['Charming,', 'Witty,', 'Feel-Good']",13
Isoken,2017.0,98,0.0,"Single at 34, Isoken is maneuvered by her mother toward a relationship with a black entrepreneur but finds herself drawn to a white photojournalist.",['Jadesola Osiberu'],"['Dakore Egbuson-Akande,', 'Joseph Benjamin,', 'Marc Rhys,', 'Funke Akindele-Bello,', 'Lydia Forson,', 'Damilola Adegbite,', 'Tina Mba,', 'Patrick Doyle']","['Romantic Comedies,', 'Nollywood,', 'African Movies,', 'Comedies,', 'Romantic Movies']",['Romantic'],13
